Node Type,Node,Node Interface,Peer Type,Peer Node,Peer Interface,Node Interface Enabled
l3leaf,dc1-leaf1a,Ethernet36,network_port,,,True
l3leaf,dc1-leaf1a,Ethernet37,network_port,,,True
l3leaf,dc1-leaf1a,Ethernet38,network_port,,,True
l3leaf,dc1-leaf1a,Ethernet39,network_port,,,True
l3leaf,dc1-leaf1a,Ethernet40,network_port,,,True
l3leaf,dc1-leaf1b,Ethernet1,spine,dc1-spine1,Ethernet2,True
l3leaf,dc1-leaf1b,Ethernet2,spine,dc1-spine2,Ethernet2,True
l3leaf,dc1-leaf1b,Ethernet8,l2leaf,dc1-leaf1c,Ethernet2,True
l3leaf,dc1-leaf1b,Ethernet9,mlag_peer,dc1-leaf1a,Ethernet9,True
l3leaf,dc1-leaf1b,Ethernet10,mlag_peer,dc1-leaf1a,Ethernet10,True
l3leaf,dc1-leaf1b,Ethernet11,server,DC1-LEAF1-SERVER1,Eth2,True
l3leaf,dc1-leaf1b,Ethernet12,server,DC1-LEAF1-SERVER1,Eth4,True
l3leaf,dc1-leaf1b,Ethernet13,server,DC1-LEAF1-SERVER2,Eth2,True
l3leaf,dc1-leaf1b,Ethernet14,server,DC1-LEAF1-SERVER2,Eth4,True
l3leaf,dc1-leaf1b,Ethernet20,server,DC1-LEAF1-SERVER4,Eth2,True
l3leaf,dc1-leaf1b,Ethernet22,server,DC1-LEAF1-SERVER4,Eth4,True
l3leaf,dc1-leaf1b,Ethernet31,network_port,,,True
l3leaf,dc1-leaf1b,Ethernet32,network_port,,,True
l3leaf,dc1-leaf1b,Ethernet33,network_port,,,True
l3leaf,dc1-leaf1b,Ethernet34,network_port,,,True
l3leaf,dc1-leaf1b,Ethernet35,network_port,,,True
l3leaf,dc1-leaf1b,Ethernet36,network_port,,,True
l2leaf,dc1-leaf1c,Ethernet1,l3leaf,dc1-leaf1a,Ethernet8,True
l2leaf,dc1-leaf1c,Ethernet2,l3leaf,dc1-leaf1b,Ethernet8,True
l2leaf,dc1-leaf1c,Ethernet11,server,DC1-LEAF1-SERVER3,Eth5,True
l2leaf,dc1-leaf1c,Ethernet12,server,DC1-LEAF1-SERVER3,iLO,True
l2leaf,dc1-leaf1c,Ethernet22,server,DC1-LEAF1-SERVER4,iLO,True
l2leaf,dc1-leaf1c,Ethernet31,network_port,,,True
l2leaf,dc1-leaf1c,Ethernet32,network_port,,,True
l2leaf,dc1-leaf1c,Ethernet33,network_port,,,True
l2leaf,dc1-leaf1c,Ethernet34,network_port,,,True
l3leaf,dc1-leaf2a,Ethernet1,spine,dc1-spine1,Ethernet3,True
l3leaf,dc1-leaf2a,Ethernet2,spine,dc1-spine2,Ethernet3,True
l3leaf,dc1-leaf2a,Ethernet8,l2leaf,dc1-leaf2c,Ethernet1,True
l3leaf,dc1-leaf2a,Ethernet9,mlag_peer,dc1-leaf2b,Ethernet9,True
l3leaf,dc1-leaf2a,Ethernet10,mlag_peer,dc1-leaf2b,Ethernet10,True
l3leaf,dc1-leaf2a,Ethernet12,server,DC1-LEAF2-SERVER1,Eth1,True
l3leaf,dc1-leaf2a,Ethernet14,server,DC1-LEAF2-SERVER1,Eth3,True
l3leaf,dc1-leaf2a,Ethernet32,network_port,,,True
l3leaf,dc1-leaf2a,Ethernet34,network_port,,,True
l3leaf,dc1-leaf2a,Ethernet36,network_port,,,True
l3leaf,dc1-leaf2a,Ethernet38,network_port,,,True
l3leaf,dc1-leaf2a,Ethernet40,network_port,,,True
l3leaf,dc1-leaf2b,Ethernet1,spine,dc1-spine1,Ethernet4,True
l3leaf,dc1-leaf2b,Ethernet2,spine,dc1-spine2,Ethernet4,True
l3leaf,dc1-leaf2b,Ethernet8,l2leaf,dc1-leaf2c,Ethernet2,True
l3leaf,dc1-leaf2b,Ethernet9,mlag_peer,dc1-leaf2a,Ethernet9,True
l3leaf,dc1-leaf2b,Ethernet10,mlag_peer,dc1-leaf2a,Ethernet10,True
l3leaf,dc1-leaf2b,Ethernet12,server,DC1-LEAF2-SERVER1,Eth2,True
l3leaf,dc1-leaf2b,Ethernet14,server,DC1-LEAF2-SERVER1,Eth4,True
l3leaf,dc1-leaf2b,Ethernet32,network_port,,,True
l3leaf,dc1-leaf2b,Ethernet34,network_port,,,True
l3leaf,dc1-leaf2b,Ethernet36,network_port,,,True
l2leaf,dc1-leaf2c,Ethernet1,l3leaf,dc1-leaf2a,Ethernet8,True
l2leaf,dc1-leaf2c,Ethernet2,l3leaf,dc1-leaf2b,Ethernet8,True
l2leaf,dc1-leaf2c,Ethernet12,server,DC1-LEAF2-SERVER1,iLO,True
l2leaf,dc1-leaf2c,Ethernet32,network_port,,,True
l2leaf,dc1-leaf2c,Ethernet34,network_port,,,True
spine,dc1-spine1,Ethernet1,l3leaf,dc1-leaf1a,Ethernet1,True
spine,dc1-spine1,Ethernet2,l3leaf,dc1-leaf1b,Ethernet1,True
spine,dc1-spine1,Ethernet3,l3leaf,dc1-leaf2a,Ethernet1,True
spine,dc1-spine1,Ethernet4,l3leaf,dc1-leaf2b,Ethernet1,True
spine,dc1-spine2,Ethernet1,l3leaf,dc1-leaf1a,Ethernet2,True
spine,dc1-spine2,Ethernet2,l3leaf,dc1-leaf1b,Ethernet2,True
spine,dc1-spine2,Ethernet3,l3leaf,dc1-leaf2a,Ethernet2,True
spine,dc1-spine2,Ethernet4,l3leaf,dc1-leaf2b,Ethernet2,True
