Node Type,Node,Serial Number,Node Interface,Peer Type,Peer Node,Peer Serial Number,Peer Interface,Node Interface Enabled
l3spine,BGP-SPINE1,,Ethernet9,,,,,True
l3spine,BGP-SPINE1,,Ethernet10,,,,,True
l3spine,BGP-SPINE1,,Ethernet11,,,,,True
l3spine,BGP-SPINE1,,Ethernet12,,,,,True
l3spine,BGP-SPINE1,,Ethernet13,,,,,True
l3spine,BGP-SPINE1,,Ethernet14,,CAMPUS_EGRESS_FW_1,,,True
l3spine,BGP-SPINE1,,Ethernet15,,CAMPUS_EGRESS_FW_1,,,True
l3spine,BGP-SPINE1,,Ethernet16,,CAMPUS_EGRESS_FW_1,,,True
l3spine,BGP-SPINE1,,Ethernet17,,CAMPUS_EGRESS_FW_1,,,True
l3spine,BGP-SPINE1,,Ethernet18,,,,,True
l3spine,BGP-SPINE1,,Ethernet18.100,,,,,True
l3spine,BGP-SPINE1,,Ethernet18.101,,,,,True
l3spine,BGP-SPINE2,,Ethernet1,,BGP-LEAF1,,,True
l3spine,BGP-SPINE2,,Ethernet2,,BGP-LEAF2,,,True
l3spine,BGP-SPINE2,,Ethernet3,,BGP-SPINE1,,,True
l3spine,BGP-SPINE2,,Ethernet4,,BGP-SPINE1,,,True
l3spine,BGP-SPINE2,,Ethernet5,,DUMMY-CORE,,,True
l3spine,BGP-SPINE2,,Ethernet6,,DUMMY-CORE,,,True
l3spine,BGP-SPINE2,,Ethernet7,,DUMMY-CORE,,,True
l3spine,BGP-SPINE2,,Ethernet8,,DUMMY-CORE,,,True
l3spine,BGP-SPINE2,,Ethernet9,,,,,True
l3spine,BGP-SPINE2,,Ethernet10,,,,,True
l3spine,BGP-SPINE2,,Ethernet11,,,,,True
l3spine,BGP-SPINE2,,Ethernet12,,,,,True
l3spine,BGP-SPINE2,,Ethernet13,,,,,True
l3spine,BGP-SPINE2,,Ethernet14,,CAMPUS_EGRESS_FW_1,,,True
l3spine,BGP-SPINE2,,Ethernet15,,CAMPUS_EGRESS_FW_1,,,True
l3spine,BGP-SPINE2,,Ethernet16,,CAMPUS_EGRESS_FW_1,,,True
l3spine,BGP-SPINE2,,Ethernet17,,CAMPUS_EGRESS_FW_1,,,True
l3spine,BGP-SPINE2,,Ethernet18,,,,,True
l3spine,BGP-SPINE2,,Ethernet18.100,,,,,True
l3spine,BGP-SPINE2,,Ethernet18.101,,,,,True
l2leaf,ISIS-LEAF1,,Ethernet1,l3spine,,,Ethernet1,True
l3spine,ISIS-SPINE1,,Ethernet1,l2leaf,,,Ethernet1,True
l3spine,ISIS-SPINE1,,Ethernet10,network_port,,,,True
l2leaf,L2ONLY-LEAF1,,Ethernet1,l2spine,,,Ethernet1,True
l2leaf,L2ONLY-LEAF1,,Ethernet2,l2spine,,,Ethernet1,True
l2leaf,L2ONLY-LEAF1,,Ethernet10,network_port,,,,True
l2leaf,L2ONLY-LEAF1,,Ethernet11,network_port,,,,True
l2leaf,L2ONLY-LEAF2,,Ethernet1,l2spine,,,Ethernet2,True
l2leaf,L2ONLY-LEAF2,,Ethernet2,l2spine,,,Ethernet2,True
l2leaf,L2ONLY-LEAF2,,Ethernet10,network_port,,,,True
l2leaf,L2ONLY-LEAF2,,Ethernet11,network_port,,,,True
l2spine,L2ONLY-SPINE1,,Ethernet1,l2leaf,,,Ethernet1,True
l2spine,L2ONLY-SPINE1,,Ethernet2,l2leaf,,,Ethernet1,True
l2spine,L2ONLY-SPINE1,,Ethernet3,mlag_peer,,,Ethernet3,True
l2spine,L2ONLY-SPINE1,,Ethernet4,mlag_peer,,,Ethernet4,True
l2spine,L2ONLY-SPINE2,,Ethernet1,l2leaf,,,Ethernet2,True
l2spine,L2ONLY-SPINE2,,Ethernet2,l2leaf,,,Ethernet2,True
l2spine,L2ONLY-SPINE2,,Ethernet3,mlag_peer,,,Ethernet3,True
l2spine,L2ONLY-SPINE2,,Ethernet4,mlag_peer,,,Ethernet4,True
l2leaf,OSPF-LEAF1,,Ethernet1,l3spine,,,Ethernet1,True
l2leaf,OSPF-LEAF1,,Ethernet2,l3spine,,,Ethernet1,True
l2leaf,OSPF-LEAF1,,Ethernet10,network_port,,,,True
l2leaf,OSPF-LEAF1,,Ethernet11,network_port,,,,True
l2leaf,OSPF-LEAF2,,Ethernet1,l3spine,,,Ethernet2,True
l2leaf,OSPF-LEAF2,,Ethernet2,l3spine,,,Ethernet2,True
l2leaf,OSPF-LEAF2,,Ethernet10,network_port,,,,True
l2leaf,OSPF-LEAF2,,Ethernet11,network_port,,,,True
l3spine,OSPF-SPINE1,,Ethernet1,l2leaf,,,Ethernet1,True
l3spine,OSPF-SPINE1,,Ethernet2,l2leaf,,,Ethernet1,True
l3spine,OSPF-SPINE1,,Ethernet3,mlag_peer,,,Ethernet3,True
l3spine,OSPF-SPINE1,,Ethernet4,mlag_peer,,,Ethernet4,True
l3spine,OSPF-SPINE1,,Ethernet5,other,,,Ethernet1/1,True
l3spine,OSPF-SPINE2,,Ethernet1,l2leaf,,,Ethernet2,True
l3spine,OSPF-SPINE2,,Ethernet2,l2leaf,,,Ethernet2,True
l3spine,OSPF-SPINE2,,Ethernet3,mlag_peer,,,Ethernet3,True
l3spine,OSPF-SPINE2,,Ethernet4,mlag_peer,,,Ethernet4,True
l3spine,OSPF-SPINE2,,Ethernet5,other,,,Ethernet1/2,True
