Node Type,Node,Node Interface,Peer Type,Peer Node,Peer Interface,Node Interface Enabled
l2leaf,DC1-L2LEAF2B,Ethernet3,mlag_peer,DC1-L2LEAF2A,Ethernet3,True
l2leaf,DC1-L2LEAF2B,Ethernet4,mlag_peer,DC1-L2LEAF2A,Ethernet4,True
l2leaf,DC1-L2LEAF3A,Ethernet1,l3leaf,DC1-LEAF2A,Ethernet9,True
l2leaf,DC1-L2LEAF3A,Ethernet2,l3leaf,DC1-LEAF2B,Ethernet9,True
l3leaf,DC1-LEAF1A,Ethernet1,spine,DC1-SPINE1,Ethernet1,True
l3leaf,DC1-LEAF1A,Ethernet2,spine,DC1-SPINE2,Ethernet1,True
l3leaf,DC1-LEAF1A,Ethernet3,spine,DC1-SPINE3,Ethernet1,True
l3leaf,DC1-LEAF1A,Ethernet4,spine,DC1-SPINE4,Ethernet1,True
l3leaf,DC1-LEAF1A,Ethernet6,server,server02_SINGLE_NODE_TRUNK,Eth1,True
l3leaf,DC1-LEAF1A,Ethernet7,server,server02_SINGLE_NODE,Eth1,True
l3leaf,DC1-LEAF2A,Ethernet1,spine,DC1-SPINE1,Ethernet2,True
l3leaf,DC1-LEAF2A,Ethernet2,spine,DC1-SPINE2,Ethernet2,True
l3leaf,DC1-LEAF2A,Ethernet3,spine,DC1-SPINE3,Ethernet2,True
l3leaf,DC1-LEAF2A,Ethernet4,spine,DC1-SPINE4,Ethernet2,True
l3leaf,DC1-LEAF2A,Ethernet7,l2leaf,DC1-L2LEAF1A,Ethernet1,True
l3leaf,DC1-LEAF2A,Ethernet8,l2leaf,DC1-L2LEAF1B,Ethernet1,True
l3leaf,DC1-LEAF2A,Ethernet9,l2leaf,DC1-L2LEAF3A,Ethernet1,True
l3leaf,DC1-LEAF2A,Ethernet10,server,server01_MLAG,Eth2,True
l3leaf,DC1-LEAF2A,Ethernet11,server,server01_MTU_PROFILE_MLAG,Eth4,True
l3leaf,DC1-LEAF2A,Ethernet12,server,server01_MTU_ADAPTOR_MLAG,Eth6,True
l3leaf,DC1-LEAF2A,Ethernet13,server,server01_MTU_ADAPTOR_MLAG,Eth8,True
l3leaf,DC1-LEAF2A,Ethernet20,firewall,FIREWALL01,E0,True
l3leaf,DC1-LEAF2A,Ethernet21,router,ROUTER01,Eth0,True
l3leaf,DC1-LEAF2B,Ethernet1,spine,DC1-SPINE1,Ethernet3,True
l3leaf,DC1-LEAF2B,Ethernet2,spine,DC1-SPINE2,Ethernet3,True
l3leaf,DC1-LEAF2B,Ethernet3,spine,DC1-SPINE3,Ethernet3,True
l3leaf,DC1-LEAF2B,Ethernet4,spine,DC1-SPINE4,Ethernet3,True
l3leaf,DC1-LEAF2B,Ethernet7,l2leaf,DC1-L2LEAF1A,Ethernet2,True
l3leaf,DC1-LEAF2B,Ethernet8,l2leaf,DC1-L2LEAF1B,Ethernet2,True
l3leaf,DC1-LEAF2B,Ethernet9,l2leaf,DC1-L2LEAF3A,Ethernet2,True
l3leaf,DC1-LEAF2B,Ethernet10,server,server01_MLAG,Eth3,True
l3leaf,DC1-LEAF2B,Ethernet11,server,server01_MTU_PROFILE_MLAG,Eth5,True
l3leaf,DC1-LEAF2B,Ethernet12,server,server01_MTU_ADAPTOR_MLAG,Eth7,True
l3leaf,DC1-LEAF2B,Ethernet13,server,server01_MTU_ADAPTOR_MLAG,Eth9,True
l3leaf,DC1-LEAF2B,Ethernet20,firewall,FIREWALL01,E1,True
l3leaf,DC1-LEAF2B,Ethernet21,router,ROUTER01,Eth1,True
spine,DC1-SPINE1,Ethernet1,l3leaf,DC1-LEAF1A,Ethernet1,True
spine,DC1-SPINE1,Ethernet2,l3leaf,DC1-LEAF2A,Ethernet1,True
spine,DC1-SPINE1,Ethernet3,l3leaf,DC1-LEAF2B,Ethernet1,True
spine,DC1-SPINE1,Ethernet4,l3leaf,DC1-SVC3A,Ethernet41,True
spine,DC1-SPINE1,Ethernet5,l3leaf,DC1-SVC3B,Ethernet41,True
spine,DC1-SPINE1,Ethernet6,l3leaf,DC1-BL1A,Ethernet41,True
spine,DC1-SPINE1,Ethernet7,l3leaf,DC1-BL1B,Ethernet45,True
spine,DC1-SPINE2,Ethernet1,l3leaf,DC1-LEAF1A,Ethernet2,True
spine,DC1-SPINE2,Ethernet2,l3leaf,DC1-LEAF2A,Ethernet2,True
spine,DC1-SPINE2,Ethernet3,l3leaf,DC1-LEAF2B,Ethernet2,True
spine,DC1-SPINE2,Ethernet4,l3leaf,DC1-SVC3A,Ethernet42,True
spine,DC1-SPINE2,Ethernet5,l3leaf,DC1-SVC3B,Ethernet42,True
spine,DC1-SPINE2,Ethernet6,l3leaf,DC1-BL1A,Ethernet42,True
spine,DC1-SPINE2,Ethernet7,l3leaf,DC1-BL1B,Ethernet46,True
spine,DC1-SPINE3,Ethernet1,l3leaf,DC1-LEAF1A,Ethernet3,True
spine,DC1-SPINE3,Ethernet2,l3leaf,DC1-LEAF2A,Ethernet3,True
spine,DC1-SPINE3,Ethernet3,l3leaf,DC1-LEAF2B,Ethernet3,True
spine,DC1-SPINE3,Ethernet4,l3leaf,DC1-SVC3A,Ethernet43,True
spine,DC1-SPINE3,Ethernet5,l3leaf,DC1-SVC3B,Ethernet43,True
spine,DC1-SPINE3,Ethernet6,l3leaf,DC1-BL1A,Ethernet43,True
spine,DC1-SPINE3,Ethernet7,l3leaf,DC1-BL1B,Ethernet47,True
spine,DC1-SPINE4,Ethernet1,l3leaf,DC1-LEAF1A,Ethernet4,True
spine,DC1-SPINE4,Ethernet2,l3leaf,DC1-LEAF2A,Ethernet4,True
spine,DC1-SPINE4,Ethernet3,l3leaf,DC1-LEAF2B,Ethernet4,True
spine,DC1-SPINE4,Ethernet4,l3leaf,DC1-SVC3A,Ethernet44,True
spine,DC1-SPINE4,Ethernet5,l3leaf,DC1-SVC3B,Ethernet44,True
spine,DC1-SPINE4,Ethernet6,l3leaf,DC1-BL1A,Ethernet44,True
spine,DC1-SPINE4,Ethernet7,l3leaf,DC1-BL1B,Ethernet48,True
l3leaf,DC1-SVC3A,Ethernet5,mlag_peer,DC1-SVC3B,Ethernet5,True
l3leaf,DC1-SVC3A,Ethernet6,mlag_peer,DC1-SVC3B,Ethernet6,True
l3leaf,DC1-SVC3A,Ethernet7,l2leaf,DC1-L2LEAF2A,Ethernet1,True
l3leaf,DC1-SVC3A,Ethernet8,l2leaf,DC1-L2LEAF2B,Ethernet1,True
l3leaf,DC1-SVC3A,Ethernet10,server,server03_ESI,Eth1,True
l3leaf,DC1-SVC3A,Ethernet11,server,server04_inherit_all_from_profile,Eth1,True
l3leaf,DC1-SVC3A,Ethernet12,server,server05_no_profile,Eth1,True
l3leaf,DC1-SVC3A,Ethernet13,server,server06_override_profile,Eth1,True
l3leaf,DC1-SVC3A,Ethernet14,server,server07_inherit_all_from_profile_port_channel,Eth1,True
l3leaf,DC1-SVC3A,Ethernet15,server,server08_no_profile_port_channel,Eth1,True
l3leaf,DC1-SVC3A,Ethernet16,server,server09_override_profile_no_port_channel,Eth1,True
l3leaf,DC1-SVC3A,Ethernet17,server,server10_no_profile_port_channel_lacp_fallback,Eth1,True
l3leaf,DC1-SVC3A,Ethernet18,server,server11_inherit_profile_port_channel_lacp_fallback,Eth1,True
l3leaf,DC1-SVC3A,Ethernet19,server,server12_inherit_nested_profile_port_channel_lacp_fallback,Eth1,True
l3leaf,DC1-SVC3A,Ethernet41,spine,DC1-SPINE1,Ethernet4,True
l3leaf,DC1-SVC3A,Ethernet42,spine,DC1-SPINE2,Ethernet4,True
l3leaf,DC1-SVC3A,Ethernet43,spine,DC1-SPINE3,Ethernet4,True
l3leaf,DC1-SVC3A,Ethernet44,spine,DC1-SPINE4,Ethernet4,True
l3leaf,DC1-SVC3B,Ethernet5,mlag_peer,DC1-SVC3A,Ethernet5,True
l3leaf,DC1-SVC3B,Ethernet6,mlag_peer,DC1-SVC3A,Ethernet6,True
l3leaf,DC1-SVC3B,Ethernet7,l2leaf,DC1-L2LEAF2A,Ethernet2,True
l3leaf,DC1-SVC3B,Ethernet8,l2leaf,DC1-L2LEAF2B,Ethernet2,True
l3leaf,DC1-SVC3B,Ethernet10,server,server03_ESI,Eth2,True
l3leaf,DC1-SVC3B,Ethernet11,server,server04_inherit_all_from_profile,Eth2,True
l3leaf,DC1-SVC3B,Ethernet12,server,server05_no_profile,Eth2,True
l3leaf,DC1-SVC3B,Ethernet13,server,server06_override_profile,Eth2,True
l3leaf,DC1-SVC3B,Ethernet14,server,server07_inherit_all_from_profile_port_channel,Eth2,True
l3leaf,DC1-SVC3B,Ethernet15,server,server08_no_profile_port_channel,Eth2,True
l3leaf,DC1-SVC3B,Ethernet16,server,server09_override_profile_no_port_channel,Eth2,True
l3leaf,DC1-SVC3B,Ethernet17,server,server10_no_profile_port_channel_lacp_fallback,Eth2,True
l3leaf,DC1-SVC3B,Ethernet18,server,server11_inherit_profile_port_channel_lacp_fallback,Eth2,True
l3leaf,DC1-SVC3B,Ethernet19,server,server12_inherit_nested_profile_port_channel_lacp_fallback,Eth2,True
l3leaf,DC1-SVC3B,Ethernet41,spine,DC1-SPINE1,Ethernet5,True
l3leaf,DC1-SVC3B,Ethernet42,spine,DC1-SPINE2,Ethernet5,True
l3leaf,DC1-SVC3B,Ethernet43,spine,DC1-SPINE3,Ethernet5,True
l3leaf,DC1-SVC3B,Ethernet44,spine,DC1-SPINE4,Ethernet5,True
