test_id,node,test_category,test_description,test,result,failure_reason
102,amber-leaf2,Hardware,Transceivers manufacturers,Port 45,PASS,
103,amber-leaf2,Hardware,Transceivers manufacturers,Port 46,PASS,
104,amber-leaf2,Hardware,Transceivers manufacturers,Port 49,PASS,
105,amber-leaf2,Hardware,Transceivers manufacturers,Port 50,PASS,
106,amber-leaf2,Hardware,Transceivers manufacturers,Port 51,PASS,
107,amber-leaf2,Hardware,Transceivers manufacturers,Port 52,PASS,
108,amber-leaf2,Hardware,Transceivers manufacturers,Port 53,PASS,
109,amber-leaf2,Hardware,Transceivers manufacturers,Port 54,PASS,
110,amber-spine1,Hardware,Transceivers manufacturers,Port 1,PASS,
111,amber-spine1,Hardware,Transceivers manufacturers,Port 2,PASS,
112,amber-spine1,Hardware,Transceivers manufacturers,Port 3,PASS,
113,amber-spine1,Hardware,Transceivers manufacturers,Port 4,PASS,
114,amber-spine1,Hardware,Transceivers manufacturers,Port 5,PASS,
115,amber-spine1,Hardware,Transceivers manufacturers,Port 7,PASS,
116,amber-spine1,Hardware,Transceivers manufacturers,Port 13,PASS,
117,amber-spine1,Hardware,Transceivers manufacturers,Port 15,PASS,
118,amber-spine1,Hardware,Transceivers manufacturers,Port 16,PASS,
119,amber-spine1,Hardware,Transceivers manufacturers,Port 17,PASS,
120,amber-spine1,Hardware,Transceivers manufacturers,Port 18,PASS,
121,amber-spine1,Hardware,Transceivers manufacturers,Port 25,FAIL,Transceivers manufacturers is Fiberstore
122,amber-spine1,Hardware,Transceivers manufacturers,Port 27,PASS,
123,amber-spine1,Hardware,Transceivers manufacturers,Port 28,PASS,
124,amber-spine1,Hardware,Transceivers manufacturers,Port 29,PASS,
125,amber-spine1,Hardware,Transceivers manufacturers,Port 30,PASS,
126,blue-leaf1,Hardware,Transceivers manufacturers,Port 60,PASS,
127,blue-leaf1,Hardware,Transceivers manufacturers,Port 1,PASS,
128,blue-leaf1,Hardware,Transceivers manufacturers,Port 3,PASS,
129,blue-leaf1,Hardware,Transceivers manufacturers,Port 2,PASS,
130,blue-leaf1,Hardware,Transceivers manufacturers,Port 4,PASS,
131,blue-leaf1,Hardware,Transceivers manufacturers,Port 49,PASS,
132,blue-leaf1,Hardware,Transceivers manufacturers,Port 51,PASS,
133,blue-leaf1,Hardware,Transceivers manufacturers,Port 52,PASS,
134,blue-leaf1,Hardware,Transceivers manufacturers,Port 50,PASS,
135,blue-leaf2,Hardware,Transceivers manufacturers,Port 30,PASS,
136,blue-leaf2,Hardware,Transceivers manufacturers,Port 28,PASS,
137,blue-leaf2,Hardware,Transceivers manufacturers,Port 29,PASS,
138,blue-leaf2,Hardware,Transceivers manufacturers,Port 35,PASS,
139,blue-leaf2,Hardware,Transceivers manufacturers,Port 34,PASS,
140,blue-leaf2,Hardware,Transceivers manufacturers,Port 24,PASS,
141,blue-leaf2,Hardware,Transceivers manufacturers,Port 25,PASS,
142,blue-leaf2,Hardware,Transceivers manufacturers,Port 26,PASS,
143,blue-leaf2,Hardware,Transceivers manufacturers,Port 27,PASS,
144,blue-leaf2,Hardware,Transceivers manufacturers,Port 20,PASS,
145,blue-leaf2,Hardware,Transceivers manufacturers,Port 21,PASS,
146,blue-leaf2,Hardware,Transceivers manufacturers,Port 22,PASS,
147,blue-leaf2,Hardware,Transceivers manufacturers,Port 23,PASS,
148,blue-leaf2,Hardware,Transceivers manufacturers,Port 46,PASS,
149,blue-leaf2,Hardware,Transceivers manufacturers,Port 47,PASS,
150,blue-leaf2,Hardware,Transceivers manufacturers,Port 44,PASS,
151,blue-leaf2,Hardware,Transceivers manufacturers,Port 45,PASS,
152,blue-leaf2,Hardware,Transceivers manufacturers,Port 42,PASS,
153,blue-leaf2,Hardware,Transceivers manufacturers,Port 43,PASS,
154,blue-leaf2,Hardware,Transceivers manufacturers,Port 40,PASS,
155,blue-leaf2,Hardware,Transceivers manufacturers,Port 41,PASS,
156,blue-leaf2,Hardware,Transceivers manufacturers,Port 1,PASS,
157,blue-leaf2,Hardware,Transceivers manufacturers,Port 3,PASS,
158,blue-leaf2,Hardware,Transceivers manufacturers,Port 2,PASS,
159,blue-leaf2,Hardware,Transceivers manufacturers,Port 5,PASS,
160,blue-leaf2,Hardware,Transceivers manufacturers,Port 4,PASS,
161,blue-leaf2,Hardware,Transceivers manufacturers,Port 7,PASS,
162,blue-leaf2,Hardware,Transceivers manufacturers,Port 6,PASS,
163,blue-leaf2,Hardware,Transceivers manufacturers,Port 9,PASS,
164,blue-leaf2,Hardware,Transceivers manufacturers,Port 8,PASS,
165,blue-leaf2,Hardware,Transceivers manufacturers,Port 18,PASS,
166,blue-leaf2,Hardware,Transceivers manufacturers,Port 13,PASS,
167,blue-leaf2,Hardware,Transceivers manufacturers,Port 38,PASS,
168,blue-leaf2,Hardware,Transceivers manufacturers,Port 14,PASS,
169,blue-leaf2,Hardware,Transceivers manufacturers,Port 11,PASS,
170,blue-leaf2,Hardware,Transceivers manufacturers,Port 10,PASS,
171,blue-leaf2,Hardware,Transceivers manufacturers,Port 39,PASS,
172,blue-leaf2,Hardware,Transceivers manufacturers,Port 12,PASS,
173,blue-leaf2,Hardware,Transceivers manufacturers,Port 15,PASS,
174,blue-leaf2,Hardware,Transceivers manufacturers,Port 48,PASS,
175,blue-leaf2,Hardware,Transceivers manufacturers,Port 17,PASS,
176,blue-leaf2,Hardware,Transceivers manufacturers,Port 16,PASS,
177,blue-leaf2,Hardware,Transceivers manufacturers,Port 19,PASS,
178,blue-leaf2,Hardware,Transceivers manufacturers,Port 54,PASS,
179,blue-leaf2,Hardware,Transceivers manufacturers,Port 31,PASS,
180,blue-leaf2,Hardware,Transceivers manufacturers,Port 36,PASS,
181,blue-leaf2,Hardware,Transceivers manufacturers,Port 53,FAIL,Transceivers manufacturers is Fiberstore
182,blue-leaf2,Hardware,Transceivers manufacturers,Port 33,PASS,
183,blue-leaf2,Hardware,Transceivers manufacturers,Port 37,PASS,
184,blue-leaf2,Hardware,Transceivers manufacturers,Port 32,PASS,
185,blue-spine1,Hardware,Transceivers manufacturers,Port 1,PASS,
186,blue-spine1,Hardware,Transceivers manufacturers,Port 2,PASS,
187,blue-spine1,Hardware,Transceivers manufacturers,Port 3,PASS,
188,blue-spine1,Hardware,Transceivers manufacturers,Port 4,PASS,
189,blue-spine1,Hardware,Transceivers manufacturers,Port 5,PASS,
190,blue-spine1,Hardware,Transceivers manufacturers,Port 6,PASS,
191,blue-spine1,Hardware,Transceivers manufacturers,Port 13,PASS,
192,blue-spine1,Hardware,Transceivers manufacturers,Port 15,PASS,
193,blue-spine1,Hardware,Transceivers manufacturers,Port 16,PASS,
194,blue-spine1,Hardware,Transceivers manufacturers,Port 17,PASS,
195,blue-spine1,Hardware,Transceivers manufacturers,Port 18,PASS,
196,blue-spine1,Hardware,Transceivers manufacturers,Port 25,PASS,
197,blue-spine1,Hardware,Transceivers manufacturers,Port 27,PASS,
198,blue-spine1,Hardware,Transceivers manufacturers,Port 28,PASS,
199,blue-spine1,Hardware,Transceivers manufacturers,Port 29,PASS,
200,blue-spine1,Hardware,Transceivers manufacturers,Port 30,PASS,
201,media-PTP-1,Hardware,Transceivers manufacturers,Port 1,PASS,
202,media-PTP-1,Hardware,Transceivers manufacturers,Port 2,PASS,
203,media-PTP-1,Hardware,Transceivers manufacturers,Port 3,PASS,
204,media-PTP-1,Hardware,Transceivers manufacturers,Port 4,PASS,
205,media-PTP-1,Hardware,Transceivers manufacturers,Port 5,PASS,
206,media-PTP-1,Hardware,Transceivers manufacturers,Port 6,PASS,
207,media-PTP-1,Hardware,Transceivers manufacturers,Port 7,PASS,
208,media-PTP-1,Hardware,Transceivers manufacturers,Port 8,PASS,
209,media-PTP-1,Hardware,Transceivers manufacturers,Port 9,PASS,
210,media-PTP-1,Hardware,Transceivers manufacturers,Port 10,PASS,
211,media-PTP-1,Hardware,Transceivers manufacturers,Port 11,PASS,
212,media-PTP-1,Hardware,Transceivers manufacturers,Port 12,PASS,
213,media-PTP-1,Hardware,Transceivers manufacturers,Port 13,PASS,
214,media-PTP-1,Hardware,Transceivers manufacturers,Port 14,PASS,
215,media-PTP-1,Hardware,Transceivers manufacturers,Port 15,PASS,
216,media-PTP-1,Hardware,Transceivers manufacturers,Port 16,PASS,
217,media-PTP-1,Hardware,Transceivers manufacturers,Port 17,PASS,
218,media-PTP-1,Hardware,Transceivers manufacturers,Port 18,PASS,
219,media-PTP-1,Hardware,Transceivers manufacturers,Port 19,PASS,
220,media-PTP-1,Hardware,Transceivers manufacturers,Port 20,PASS,
221,media-PTP-1,Hardware,Transceivers manufacturers,Port 21,PASS,
222,media-PTP-1,Hardware,Transceivers manufacturers,Port 22,PASS,
223,media-PTP-1,Hardware,Transceivers manufacturers,Port 23,PASS,
224,media-PTP-1,Hardware,Transceivers manufacturers,Port 24,PASS,
225,media-PTP-1,Hardware,Transceivers manufacturers,Port 25,PASS,
226,media-PTP-1,Hardware,Transceivers manufacturers,Port 26,PASS,
227,media-PTP-1,Hardware,Transceivers manufacturers,Port 27,PASS,
228,media-PTP-1,Hardware,Transceivers manufacturers,Port 28,PASS,
229,media-PTP-1,Hardware,Transceivers manufacturers,Port 29,PASS,
230,media-PTP-1,Hardware,Transceivers manufacturers,Port 30,PASS,
231,media-PTP-1,Hardware,Transceivers manufacturers,Port 31,PASS,
232,media-PTP-1,Hardware,Transceivers manufacturers,Port 32,PASS,
233,media-PTP-1,Hardware,Transceivers manufacturers,Port 33,PASS,
234,media-PTP-1,Hardware,Transceivers manufacturers,Port 34,PASS,
235,media-PTP-1,Hardware,Transceivers manufacturers,Port 35,PASS,
236,media-PTP-1,Hardware,Transceivers manufacturers,Port 36,PASS,
237,media-PTP-1,Hardware,Transceivers manufacturers,Port 37,PASS,
238,media-PTP-1,Hardware,Transceivers manufacturers,Port 38,PASS,
239,media-PTP-1,Hardware,Transceivers manufacturers,Port 39,PASS,
240,media-PTP-1,Hardware,Transceivers manufacturers,Port 40,PASS,
241,media-PTP-1,Hardware,Transceivers manufacturers,Port 41,PASS,
242,media-PTP-1,Hardware,Transceivers manufacturers,Port 42,PASS,
243,media-PTP-1,Hardware,Transceivers manufacturers,Port 43,PASS,
244,media-PTP-1,Hardware,Transceivers manufacturers,Port 44,PASS,
245,media-PTP-1,Hardware,Transceivers manufacturers,Port 45,PASS,
246,media-PTP-1,Hardware,Transceivers manufacturers,Port 46,PASS,
247,media-PTP-1,Hardware,Transceivers manufacturers,Port 47,PASS,
248,media-PTP-1,Hardware,Transceivers manufacturers,Port 48,PASS,
249,media-PTP-1,Hardware,Transceivers manufacturers,Port 49,PASS,
250,media-PTP-1,Hardware,Transceivers manufacturers,Port 50,PASS,
251,media-PTP-1,Hardware,Transceivers manufacturers,Port 51,PASS,
252,media-PTP-1,Hardware,Transceivers manufacturers,Port 52,PASS,
253,media-PTP-1,Hardware,Transceivers manufacturers,Port 53,PASS,
254,media-PTP-1,Hardware,Transceivers manufacturers,Port 54,PASS,
255,media-PTP-2,Hardware,Transceivers manufacturers,Port 1,PASS,
256,media-PTP-2,Hardware,Transceivers manufacturers,Port 2,PASS,
257,media-PTP-2,Hardware,Transceivers manufacturers,Port 3,PASS,
258,media-PTP-2,Hardware,Transceivers manufacturers,Port 4,PASS,
259,media-PTP-2,Hardware,Transceivers manufacturers,Port 5,PASS,
260,media-PTP-2,Hardware,Transceivers manufacturers,Port 6,PASS,
261,media-PTP-2,Hardware,Transceivers manufacturers,Port 7,PASS,
262,media-PTP-2,Hardware,Transceivers manufacturers,Port 8,PASS,
263,media-PTP-2,Hardware,Transceivers manufacturers,Port 9,PASS,
264,media-PTP-2,Hardware,Transceivers manufacturers,Port 10,PASS,
265,media-PTP-2,Hardware,Transceivers manufacturers,Port 11,PASS,
266,media-PTP-2,Hardware,Transceivers manufacturers,Port 12,PASS,
267,media-PTP-2,Hardware,Transceivers manufacturers,Port 13,PASS,
268,media-PTP-2,Hardware,Transceivers manufacturers,Port 14,PASS,
269,media-PTP-2,Hardware,Transceivers manufacturers,Port 15,PASS,
270,media-PTP-2,Hardware,Transceivers manufacturers,Port 16,PASS,
271,media-PTP-2,Hardware,Transceivers manufacturers,Port 17,PASS,
272,media-PTP-2,Hardware,Transceivers manufacturers,Port 18,PASS,
273,media-PTP-2,Hardware,Transceivers manufacturers,Port 19,PASS,
274,media-PTP-2,Hardware,Transceivers manufacturers,Port 20,PASS,
275,media-PTP-2,Hardware,Transceivers manufacturers,Port 21,PASS,
276,media-PTP-2,Hardware,Transceivers manufacturers,Port 22,PASS,
277,media-PTP-2,Hardware,Transceivers manufacturers,Port 23,PASS,
278,media-PTP-2,Hardware,Transceivers manufacturers,Port 24,PASS,
279,media-PTP-2,Hardware,Transceivers manufacturers,Port 25,PASS,
280,media-PTP-2,Hardware,Transceivers manufacturers,Port 26,PASS,
281,media-PTP-2,Hardware,Transceivers manufacturers,Port 27,PASS,
282,media-PTP-2,Hardware,Transceivers manufacturers,Port 28,PASS,
283,media-PTP-2,Hardware,Transceivers manufacturers,Port 29,PASS,
284,media-PTP-2,Hardware,Transceivers manufacturers,Port 30,PASS,
285,media-PTP-2,Hardware,Transceivers manufacturers,Port 31,PASS,
286,media-PTP-2,Hardware,Transceivers manufacturers,Port 32,PASS,
287,media-PTP-2,Hardware,Transceivers manufacturers,Port 33,PASS,
288,media-PTP-2,Hardware,Transceivers manufacturers,Port 34,PASS,
289,media-PTP-2,Hardware,Transceivers manufacturers,Port 35,PASS,
290,media-PTP-2,Hardware,Transceivers manufacturers,Port 36,PASS,
291,media-PTP-2,Hardware,Transceivers manufacturers,Port 37,PASS,
292,media-PTP-2,Hardware,Transceivers manufacturers,Port 38,PASS,
293,media-PTP-2,Hardware,Transceivers manufacturers,Port 39,PASS,
294,media-PTP-2,Hardware,Transceivers manufacturers,Port 40,PASS,
295,media-PTP-2,Hardware,Transceivers manufacturers,Port 41,PASS,
296,media-PTP-2,Hardware,Transceivers manufacturers,Port 42,PASS,
297,media-PTP-2,Hardware,Transceivers manufacturers,Port 43,PASS,
298,media-PTP-2,Hardware,Transceivers manufacturers,Port 44,PASS,
299,media-PTP-2,Hardware,Transceivers manufacturers,Port 45,PASS,
300,media-PTP-2,Hardware,Transceivers manufacturers,Port 46,PASS,
301,media-PTP-2,Hardware,Transceivers manufacturers,Port 47,PASS,
302,media-PTP-2,Hardware,Transceivers manufacturers,Port 48,PASS,
303,media-PTP-2,Hardware,Transceivers manufacturers,Port 49,PASS,
304,media-PTP-2,Hardware,Transceivers manufacturers,Port 50,PASS,
305,media-PTP-2,Hardware,Transceivers manufacturers,Port 51,PASS,
306,media-PTP-2,Hardware,Transceivers manufacturers,Port 52,PASS,
307,media-PTP-2,Hardware,Transceivers manufacturers,Port 54,PASS,
308,amber-leaf1,NTP,Synchronised with NTP server,NTP,PASS,
309,amber-leaf2,NTP,Synchronised with NTP server,NTP,PASS,
310,amber-spine1,NTP,Synchronised with NTP server,NTP,PASS,
311,blue-leaf1,NTP,Synchronised with NTP server,NTP,PASS,
312,blue-leaf2,NTP,Synchronised with NTP server,NTP,PASS,
313,blue-spine1,NTP,Synchronised with NTP server,NTP,PASS,
314,media-PTP-1,NTP,Synchronised with NTP server,NTP,PASS,
315,media-PTP-2,NTP,Synchronised with NTP server,NTP,PASS,
316,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet49/1 - P2P_LINK_TO_AMBER-SPINE1_Ethernet1/1,PASS,
317,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet1 - AMBER_VLAN111,PASS,
318,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet2 - AMBER_VLAN111,PASS,
319,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet3 - AMBER_VLAN111,PASS,
320,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet4 - AMBER_VLAN111,PASS,
321,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet5 - AMBER_VLAN111,PASS,
322,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet6 - DirectOut EXBOX,PASS,
323,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet7 - AMBER_VLAN111,PASS,
324,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet8 - AMBER_VLAN111,PASS,
325,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet9 - AMBER_VLAN111,PASS,
326,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet10 - AMBER_VLAN111,PASS,
327,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet11 - AMBER_VLAN111,PASS,
328,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet12 - AMBER_VLAN111,PASS,
329,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet13 - C100-1 P1-1,PASS,
330,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet14 - C100-1 P1-2,PASS,
331,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet15 - AMBER_VLAN111,PASS,
332,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet16 - C100-1 P1-4,PASS,
333,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet17 - C100-2 P1-1,PASS,
334,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet18 - C100-2 P1-2,PASS,
335,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet19 - C100-2 P1-3,PASS,
336,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet20 - C100-2 P1-4,PASS,
337,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet21 - mcs senders/receivers,PASS,
338,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet22 - mcs senders/receivers,PASS,
339,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet23 - mcs senders/receivers,PASS,
340,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet24 - mcs senders/receivers,PASS,
341,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet25 - AMBER_VLAN111,PASS,
342,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet26 - AMBER_VLAN111,PASS,
343,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet27 - mcs senders/receivers,PASS,
344,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet28 - mcs senders/receivers,PASS,
345,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet29 - mcs senders/receivers,PASS,
346,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet30 - mcs senders/receivers,PASS,
347,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet31 - mcs senders/receivers,PASS,
348,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet32 - mcs senders/receivers,PASS,
349,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet33 - mcs senders/receivers,PASS,
350,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet34 - mcs senders/receivers,PASS,
351,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet35 - mcs senders/receivers,PASS,
352,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet36 - mcs senders/receivers,PASS,
353,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet37 - mcs senders/receivers,PASS,
354,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet38 - mcs senders/receivers,PASS,
355,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet39 - mcs senders/receivers,PASS,
