Node Type,Node,Node Interface,Peer Type,Peer Node,Peer Interface,Node Interface Enabled
l2leaf,mtwn-fl1-m3,Ethernet52,mlag_peer,mtwn-fl1-m4,Ethernet52,True
l2leaf,mtwn-fl1-m3,Ethernet53,l2leaf,mtwn-fl1-m5,Ethernet49,True
l2leaf,mtwn-fl1-m4,Ethernet49,l2leaf,mtwn-fl1-m1,Ethernet54,True
l2leaf,mtwn-fl1-m4,Ethernet50,l2leaf,mtwn-fl1-m2,Ethernet54,True
l2leaf,mtwn-fl1-m4,Ethernet51,mlag_peer,mtwn-fl1-m3,Ethernet51,True
l2leaf,mtwn-fl1-m4,Ethernet52,mlag_peer,mtwn-fl1-m3,Ethernet52,True
l2leaf,mtwn-fl1-m5,Ethernet49,l2leaf,mtwn-fl1-m3,Ethernet53,True
l2leaf,mtwn-fl1-m5,Ethernet51,mlag_peer,mtwn-fl1-m6,Ethernet51,True
l2leaf,mtwn-fl1-m5,Ethernet52,mlag_peer,mtwn-fl1-m6,Ethernet52,True
l2leaf,mtwn-fl1-m6,Ethernet51,mlag_peer,mtwn-fl1-m5,Ethernet51,True
l2leaf,mtwn-fl1-m6,Ethernet52,mlag_peer,mtwn-fl1-m5,Ethernet52,True
l2leaf,mtwn-fl1-m6,Ethernet53,l2leaf,mtwn-fl1-m7,Ethernet49,True
l2leaf,mtwn-fl1-m7,Ethernet49,l2leaf,mtwn-fl1-m6,Ethernet53,True
l3leaf,mtwn-fl2-lfa,Ethernet49,mlag_peer,mtwn-fl2-lfb,Ethernet49,True
l3leaf,mtwn-fl2-lfa,Ethernet50,mlag_peer,mtwn-fl2-lfb,Ethernet50,True
l3leaf,mtwn-fl2-lfa,Ethernet51,spine,mtwn-spine1,Ethernet3,True
l3leaf,mtwn-fl2-lfa,Ethernet52,spine,mtwn-spine2,Ethernet3,True
l3leaf,mtwn-fl2-lfa,Ethernet53,l2leaf,mtwn-fl2-m1,Ethernet49,True
l3leaf,mtwn-fl2-lfb,Ethernet49,mlag_peer,mtwn-fl2-lfa,Ethernet49,True
l3leaf,mtwn-fl2-lfb,Ethernet50,mlag_peer,mtwn-fl2-lfa,Ethernet50,True
l3leaf,mtwn-fl2-lfb,Ethernet51,spine,mtwn-spine1,Ethernet4,True
l3leaf,mtwn-fl2-lfb,Ethernet52,spine,mtwn-spine2,Ethernet4,True
l3leaf,mtwn-fl2-lfb,Ethernet53,l2leaf,mtwn-fl2-m2,Ethernet49,True
l2leaf,mtwn-fl2-m1,Ethernet49,l3leaf,mtwn-fl2-lfa,Ethernet53,True
l2leaf,mtwn-fl2-m2,Ethernet49,l3leaf,mtwn-fl2-lfb,Ethernet53,True
l3leaf,mtwn-fl3-lfa,Ethernet53,l2leaf,mtwn-fl3-m1,Ethernet49,True
l2leaf,mtwn-fl3-m1,Ethernet49,l3leaf,mtwn-fl3-lfa,Ethernet53,True
spine,mtwn-spine1,Ethernet1,l3leaf,mtwn-fl1-lfa,Ethernet51,True
spine,mtwn-spine1,Ethernet2,l3leaf,mtwn-fl1-lfb,Ethernet51,True
spine,mtwn-spine1,Ethernet3,l3leaf,mtwn-fl2-lfa,Ethernet51,True
spine,mtwn-spine1,Ethernet4,l3leaf,mtwn-fl2-lfb,Ethernet51,True
spine,mtwn-spine2,Ethernet1,l3leaf,mtwn-fl1-lfa,Ethernet52,True
spine,mtwn-spine2,Ethernet2,l3leaf,mtwn-fl1-lfb,Ethernet52,True
spine,mtwn-spine2,Ethernet3,l3leaf,mtwn-fl2-lfa,Ethernet52,True
spine,mtwn-spine2,Ethernet4,l3leaf,mtwn-fl2-lfb,Ethernet52,True
