test_id,node,test_category,test_description,test,result,failure_reason
27,leaf4,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_SPINE1_Ethernet6,PASS,
28,leaf4,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_SPINE2_Ethernet6,PASS,
29,leaf4,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_SPINE3_Ethernet6,PASS,
30,leaf4,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_SPINE4_Ethernet6,PASS,
31,leaf4,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet9 - ,PASS,
32,spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_LEAF1_Ethernet3,PASS,
33,spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_LEAF2_Ethernet3,PASS,
34,spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_LEAF3_Ethernet3,PASS,
35,spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_LEAF4_Ethernet3,PASS,
36,spine2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_LEAF1_Ethernet4,PASS,
37,spine2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_LEAF2_Ethernet4,PASS,
38,spine2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_LEAF3_Ethernet4,PASS,
39,spine2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_LEAF4_Ethernet4,PASS,
40,spine3,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_LEAF1_Ethernet5,PASS,
41,spine3,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_LEAF2_Ethernet5,PASS,
42,spine3,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_LEAF3_Ethernet5,PASS,
43,spine3,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_LEAF4_Ethernet5,PASS,
44,spine4,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_LEAF1_Ethernet6,PASS,
45,spine4,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_LEAF2_Ethernet6,PASS,
46,spine4,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_LEAF3_Ethernet6,PASS,
47,spine4,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_LEAF4_Ethernet6,PASS,
48,leaf1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf2_Po1,PASS,
49,leaf1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel7 - host1_PortChannel host1,PASS,
50,leaf2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf1_Po1,PASS,
51,leaf2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel7 - host1_PortChannel host1,PASS,
52,leaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
53,leaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
54,leaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - DMZ,PASS,
55,leaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - Internal,PASS,
56,leaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf VRF_A,PASS,
57,leaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
58,leaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
59,leaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - DMZ,PASS,
60,leaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - Internal,PASS,
61,leaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf VRF_A,PASS,
62,leaf3,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - DMZ,PASS,
63,leaf3,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - Internal,PASS,
64,leaf4,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - DMZ,PASS,
65,leaf4,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - Internal,PASS,
66,leaf1,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
67,leaf2,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
68,leaf3,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
69,leaf4,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
70,leaf1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
71,leaf1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
72,leaf2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
73,leaf2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
74,leaf3,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
75,leaf3,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
76,leaf4,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
77,leaf4,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
78,spine1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
79,spine2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
80,spine3,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
81,spine4,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
82,leaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf2_Ethernet1,PASS,
83,leaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf2_Ethernet2,PASS,
84,leaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1_Ethernet3,PASS,
85,leaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2_Ethernet3,PASS,
86,leaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3_Ethernet3,PASS,
87,leaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: spine4_Ethernet3,PASS,
88,leaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf1_Ethernet1,PASS,
89,leaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf1_Ethernet2,PASS,
90,leaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1_Ethernet4,PASS,
91,leaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2_Ethernet4,PASS,
92,leaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3_Ethernet4,PASS,
93,leaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: spine4_Ethernet4,PASS,
94,leaf3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1_Ethernet5,PASS,
95,leaf3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2_Ethernet5,PASS,
96,leaf3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3_Ethernet5,PASS,
97,leaf3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: spine4_Ethernet5,PASS,
98,leaf4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1_Ethernet6,PASS,
99,leaf4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2_Ethernet6,PASS,
100,leaf4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3_Ethernet6,PASS,
101,leaf4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: spine4_Ethernet6,PASS,
102,spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: leaf1_Ethernet3,PASS,
103,spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: leaf2_Ethernet3,PASS,
104,spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: leaf3_Ethernet3,PASS,
105,spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: leaf4_Ethernet3,PASS,
106,spine2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: leaf1_Ethernet4,PASS,
107,spine2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: leaf2_Ethernet4,PASS,
108,spine2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: leaf3_Ethernet4,PASS,
109,spine2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: leaf4_Ethernet4,PASS,
110,spine3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: leaf1_Ethernet5,PASS,
111,spine3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: leaf2_Ethernet5,PASS,
112,spine3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: leaf3_Ethernet5,PASS,
113,spine3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: leaf4_Ethernet5,PASS,
114,spine4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: leaf1_Ethernet6,PASS,
115,spine4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: leaf2_Ethernet6,PASS,
116,spine4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: leaf3_Ethernet6,PASS,
117,spine4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: leaf4_Ethernet6,PASS,
118,leaf1,MLAG,MLAG State active & Status connected,MLAG,PASS,
119,leaf2,MLAG,MLAG State active & Status connected,MLAG,PASS,
120,leaf1,IP Reachability,ip reachability test p2p links,Source: leaf1_Ethernet3 - Destination: spine1_Ethernet3,PASS,
121,leaf1,IP Reachability,ip reachability test p2p links,Source: leaf1_Ethernet4 - Destination: spine2_Ethernet3,PASS,
122,leaf1,IP Reachability,ip reachability test p2p links,Source: leaf1_Ethernet5 - Destination: spine3_Ethernet3,PASS,
123,leaf1,IP Reachability,ip reachability test p2p links,Source: leaf1_Ethernet6 - Destination: spine4_Ethernet3,PASS,
124,leaf2,IP Reachability,ip reachability test p2p links,Source: leaf2_Ethernet3 - Destination: spine1_Ethernet4,PASS,
125,leaf2,IP Reachability,ip reachability test p2p links,Source: leaf2_Ethernet4 - Destination: spine2_Ethernet4,PASS,
126,leaf2,IP Reachability,ip reachability test p2p links,Source: leaf2_Ethernet5 - Destination: spine3_Ethernet4,PASS,
127,leaf2,IP Reachability,ip reachability test p2p links,Source: leaf2_Ethernet6 - Destination: spine4_Ethernet4,PASS,
128,leaf3,IP Reachability,ip reachability test p2p links,Source: leaf3_Ethernet3 - Destination: spine1_Ethernet5,PASS,
129,leaf3,IP Reachability,ip reachability test p2p links,Source: leaf3_Ethernet4 - Destination: spine2_Ethernet5,PASS,
130,leaf3,IP Reachability,ip reachability test p2p links,Source: leaf3_Ethernet5 - Destination: spine3_Ethernet5,PASS,
131,leaf3,IP Reachability,ip reachability test p2p links,Source: leaf3_Ethernet6 - Destination: spine4_Ethernet5,PASS,
132,leaf4,IP Reachability,ip reachability test p2p links,Source: leaf4_Ethernet3 - Destination: spine1_Ethernet6,PASS,
133,leaf4,IP Reachability,ip reachability test p2p links,Source: leaf4_Ethernet4 - Destination: spine2_Ethernet6,PASS,
134,leaf4,IP Reachability,ip reachability test p2p links,Source: leaf4_Ethernet5 - Destination: spine3_Ethernet6,PASS,
135,leaf4,IP Reachability,ip reachability test p2p links,Source: leaf4_Ethernet6 - Destination: spine4_Ethernet6,PASS,
136,spine1,IP Reachability,ip reachability test p2p links,Source: spine1_Ethernet3 - Destination: leaf1_Ethernet3,PASS,
137,spine1,IP Reachability,ip reachability test p2p links,Source: spine1_Ethernet4 - Destination: leaf2_Ethernet3,PASS,
138,spine1,IP Reachability,ip reachability test p2p links,Source: spine1_Ethernet5 - Destination: leaf3_Ethernet3,PASS,
139,spine1,IP Reachability,ip reachability test p2p links,Source: spine1_Ethernet6 - Destination: leaf4_Ethernet3,PASS,
140,spine2,IP Reachability,ip reachability test p2p links,Source: spine2_Ethernet3 - Destination: leaf1_Ethernet4,PASS,
141,spine2,IP Reachability,ip reachability test p2p links,Source: spine2_Ethernet4 - Destination: leaf2_Ethernet4,PASS,
142,spine2,IP Reachability,ip reachability test p2p links,Source: spine2_Ethernet5 - Destination: leaf3_Ethernet4,PASS,
143,spine2,IP Reachability,ip reachability test p2p links,Source: spine2_Ethernet6 - Destination: leaf4_Ethernet4,PASS,
144,spine3,IP Reachability,ip reachability test p2p links,Source: spine3_Ethernet3 - Destination: leaf1_Ethernet5,PASS,
145,spine3,IP Reachability,ip reachability test p2p links,Source: spine3_Ethernet4 - Destination: leaf2_Ethernet5,PASS,
146,spine3,IP Reachability,ip reachability test p2p links,Source: spine3_Ethernet5 - Destination: leaf3_Ethernet5,PASS,
147,spine3,IP Reachability,ip reachability test p2p links,Source: spine3_Ethernet6 - Destination: leaf4_Ethernet5,PASS,
148,spine4,IP Reachability,ip reachability test p2p links,Source: spine4_Ethernet3 - Destination: leaf1_Ethernet6,PASS,
149,spine4,IP Reachability,ip reachability test p2p links,Source: spine4_Ethernet4 - Destination: leaf2_Ethernet6,PASS,
150,spine4,IP Reachability,ip reachability test p2p links,Source: spine4_Ethernet5 - Destination: leaf3_Ethernet6,PASS,
151,spine4,IP Reachability,ip reachability test p2p links,Source: spine4_Ethernet6 - Destination: leaf4_Ethernet6,PASS,
152,leaf1,BGP,ArBGP is configured and operating,ArBGP,PASS,
153,leaf2,BGP,ArBGP is configured and operating,ArBGP,PASS,
154,leaf3,BGP,ArBGP is configured and operating,ArBGP,PASS,
155,leaf4,BGP,ArBGP is configured and operating,ArBGP,PASS,
156,spine1,BGP,ArBGP is configured and operating,ArBGP,PASS,
157,spine2,BGP,ArBGP is configured and operating,ArBGP,PASS,
158,spine3,BGP,ArBGP is configured and operating,ArBGP,PASS,
159,spine4,BGP,ArBGP is configured and operating,ArBGP,PASS,
160,leaf1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.255.251.1,PASS,
161,leaf1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.0,PASS,
162,leaf1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.2,PASS,
163,leaf1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.4,PASS,
164,leaf1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.6,PASS,
165,leaf2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.255.251.0,PASS,
166,leaf2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.8,PASS,
167,leaf2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.10,PASS,
168,leaf2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.12,PASS,
169,leaf2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.14,PASS,
170,leaf3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.16,PASS,
171,leaf3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.18,PASS,
172,leaf3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.20,PASS,
173,leaf3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.22,PASS,
174,leaf4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.24,PASS,
175,leaf4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.26,PASS,
176,leaf4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.28,PASS,
177,leaf4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.30,PASS,
178,spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.1,PASS,
179,spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.9,PASS,
180,spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.17,PASS,
181,spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.25,PASS,
182,spine2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.3,PASS,
183,spine2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.11,PASS,
184,spine2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.19,PASS,
185,spine2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.27,PASS,
186,spine3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.5,PASS,
187,spine3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.13,PASS,
188,spine3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.21,PASS,
189,spine3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.29,PASS,
190,spine4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.7,PASS,
191,spine4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.15,PASS,
192,spine4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.23,PASS,
193,spine4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.31,PASS,
194,leaf1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
195,leaf1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
196,leaf1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.13,PASS,
197,leaf1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.14,PASS,
198,leaf2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
199,leaf2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
200,leaf2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.13,PASS,
201,leaf2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.14,PASS,
202,leaf3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
203,leaf3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
204,leaf3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.13,PASS,
205,leaf3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.14,PASS,
206,leaf4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
207,leaf4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
208,leaf4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.13,PASS,
209,leaf4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.14,PASS,
210,spine1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.1,PASS,
211,spine1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.2,PASS,
212,spine1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.3,PASS,
213,spine1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.4,PASS,
214,spine2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.1,PASS,
215,spine2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.2,PASS,
216,spine2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.3,PASS,
217,spine2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.4,PASS,
218,spine3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.1,PASS,
219,spine3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.2,PASS,
220,spine3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.3,PASS,
221,spine3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.4,PASS,
222,spine4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.1,PASS,
223,spine4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.2,PASS,
224,spine4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.3,PASS,
225,spine4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.4,PASS,
226,leaf1,Routing Table,Remote VTEP address,192.168.102.1,PASS,
227,leaf1,Routing Table,Remote VTEP address,192.168.102.3,PASS,
228,leaf1,Routing Table,Remote VTEP address,192.168.102.4,PASS,
229,leaf2,Routing Table,Remote VTEP address,192.168.102.1,PASS,
230,leaf2,Routing Table,Remote VTEP address,192.168.102.3,PASS,
231,leaf2,Routing Table,Remote VTEP address,192.168.102.4,PASS,
232,leaf3,Routing Table,Remote VTEP address,192.168.102.1,PASS,
233,leaf3,Routing Table,Remote VTEP address,192.168.102.3,PASS,
234,leaf3,Routing Table,Remote VTEP address,192.168.102.4,PASS,
235,leaf4,Routing Table,Remote VTEP address,192.168.102.1,PASS,
236,leaf4,Routing Table,Remote VTEP address,192.168.102.3,PASS,
237,leaf4,Routing Table,Remote VTEP address,192.168.102.4,PASS,
238,leaf1,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
239,leaf1,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
240,leaf1,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
241,leaf1,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
242,leaf1,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
243,leaf1,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
244,leaf1,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
245,leaf1,Routing Table,Remote Lo0 address,192.168.101.14,PASS,
246,leaf2,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
247,leaf2,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
248,leaf2,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
249,leaf2,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
250,leaf2,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
251,leaf2,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
252,leaf2,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
253,leaf2,Routing Table,Remote Lo0 address,192.168.101.14,PASS,
254,leaf3,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
255,leaf3,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
256,leaf3,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
257,leaf3,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
258,leaf3,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
259,leaf3,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
260,leaf3,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
261,leaf3,Routing Table,Remote Lo0 address,192.168.101.14,PASS,
262,leaf4,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
263,leaf4,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
264,leaf4,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
265,leaf4,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
266,leaf4,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
267,leaf4,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
268,leaf4,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
269,leaf4,Routing Table,Remote Lo0 address,192.168.101.14,PASS,
270,leaf1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1 - 192.168.101.1 Destination: 192.168.101.1,PASS,
